,COMPANY,TITLE,QUALIFICATIONS,LINK,DESCRIPTION
226,JPM,Java Software Engineer III," Executes software solutions, design, development, and technical troubleshooting with ability to think beyond routine or conventional approaches to build solutions or break down technical problems Creates secure and high-quality production code and maintains algorithms that run synchronously with appropriate systems Produces architecture and design artifacts for complex applications while being accountable for ensuring design constraints are met by software code development Gathers, analyzes, synthesizes, and develops visualizations and reporting from large, diverse data sets in service of continuous improvement of software applications and systems Proactively identifies hidden problems and patterns in data and uses these insights to drive improvements to coding hygiene and system architecture Contributes to software engineering communities of practice and events that explore new and emerging technologies Adds to team culture of diversity, equity, inclusion, and respect Formal training or certification on software engineering concepts and 3+ years applied experience Hands-on practical experience in system design, application development, testing, and operational stability Proficient in coding in one or more languages Experience in developing, debugging, and maintaining code in a large corporate environment with one or more modern programming languages and database querying languages Overall knowledge of the Software Development Life Cycle Solid understanding of agile methodologies such as CI/CD, Applicant Resiliency, and Security Demonstrated knowledge of software applications and technical processes within a technical discipline (e.g., cloud, artificial intelligence, machine learning, mobile, etc.) Familiarity with modern front-end technologies Exposure to cloud technologies ",https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/requisitions/preview/210388606/?keyword=software+engineer&location=United+States&locationId=300000000289738&locationLevel=country," Executes software solutions, design, development, and technical troubleshooting with ability to think beyond routine or conventional approaches to build solutions or break down technical problems Creates secure and high-quality production code and maintains algorithms that run synchronously with appropriate systems Produces architecture and design artifacts for complex applications while being accountable for ensuring design constraints are met by software code development Gathers, analyzes, synthesizes, and develops visualizations and reporting from large, diverse data sets in service of continuous improvement of software applications and systems Proactively identifies hidden problems and patterns in data and uses these insights to drive improvements to coding hygiene and system architecture Contributes to software engineering communities of practice and events that explore new and emerging technologies Adds to team culture of diversity, equity, inclusion, and respect Formal training or certification on software engineering concepts and 3+ years applied experience Hands-on practical experience in system design, application development, testing, and operational stability Proficient in coding in one or more languages Experience in developing, debugging, and maintaining code in a large corporate environment with one or more modern programming languages and database querying languages Overall knowledge of the Software Development Life Cycle Solid understanding of agile methodologies such as CI/CD, Applicant Resiliency, and Security Demonstrated knowledge of software applications and technical processes within a technical discipline (e.g., cloud, artificial intelligence, machine learning, mobile, etc.) Familiarity with modern front-end technologies Exposure to cloud technologies "
230,JPM,SRE Software Engineer III," Executes, design, develop, test and deliver the software to automate manual operational work and ensure application performance and resiliency Contributor to SRE and functional development teams throughout the life cycle to help create software for reliability and scale, ensuring appropriate refactoring or changes Test and implement automated software and product upgrades, change management and release management solutions Implement best in class monitoring frameworks to accomplish end to end flow monitoring and noiseless alerting Gathers, analyzes, synthesizes, and develops visualizations and reporting from large, diverse data sets in service of continuous improvement of software applications and systems Proactively identifies hidden problems and patterns in data and uses these insights to drive improvements to coding hygiene and system Formal training or certification on software engineering concepts and 3+ years applied experience Hands-on practical experience in GIT, BitBucket, Jenkins, SONAR, SPLUNK, Maven, AIM and/ or Continuous Delivery tools Hands-on practical experience in Unix: Linux and Solaris, relational SQL and non-SQL DB Hands-on practical experience in new technologies such as cloud and containerization: AWS, K8, etc Proficient in coding in one or more languages: Java, Python, scripting languages Experience in developing, debugging, and maintaining code in a large corporate environment with one or more modern programming languages and database querying languages Overall knowledge of the Software Development Life Cycle Familiarity with Orchestration and configuration management tools for applications Knowledge of Load balancing, IP, DNS​​​​​​​ Exposure to messaging technologies: eg Kafka, MSK, etc ",https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/requisitions/preview/210390038/?keyword=software+engineer&location=United+States&locationId=300000000289738&locationLevel=country," Executes, design, develop, test and deliver the software to automate manual operational work and ensure application performance and resiliency Contributor to SRE and functional development teams throughout the life cycle to help create software for reliability and scale, ensuring appropriate refactoring or changes Test and implement automated software and product upgrades, change management and release management solutions Implement best in class monitoring frameworks to accomplish end to end flow monitoring and noiseless alerting Gathers, analyzes, synthesizes, and develops visualizations and reporting from large, diverse data sets in service of continuous improvement of software applications and systems Proactively identifies hidden problems and patterns in data and uses these insights to drive improvements to coding hygiene and system Formal training or certification on software engineering concepts and 3+ years applied experience Hands-on practical experience in GIT, BitBucket, Jenkins, SONAR, SPLUNK, Maven, AIM and/ or Continuous Delivery tools Hands-on practical experience in Unix: Linux and Solaris, relational SQL and non-SQL DB Hands-on practical experience in new technologies such as cloud and containerization: AWS, K8, etc Proficient in coding in one or more languages: Java, Python, scripting languages Experience in developing, debugging, and maintaining code in a large corporate environment with one or more modern programming languages and database querying languages Overall knowledge of the Software Development Life Cycle Familiarity with Orchestration and configuration management tools for applications Knowledge of Load balancing, IP, DNS​​​​​​​ Exposure to messaging technologies: eg Kafka, MSK, etc "
231,JPM,Java Software Enginer III," Executes software solutions, design, development, and technical troubleshooting with ability to think beyond routine or conventional approaches to build solutions or break down technical problems Creates secure and high-quality production code and maintains algorithms that run synchronously with appropriate systems Produces architecture and design artifacts for complex applications while being accountable for ensuring design constraints are met by software code development Gathers, analyzes, synthesizes, and develops visualizations and reporting from large, diverse data sets in service of continuous improvement of software applications and systems Proactively identifies hidden problems and patterns in data and uses these insights to drive improvements to coding hygiene and system architecture Contributes to software engineering communities of practice and events that explore new and emerging technologies Adds to team culture of diversity, equity, inclusion, and respect Formal training or certification on software engineering concepts and 3+ years applied experience Java, Springboot, microservices, REST API, Kafka, Cassandra, AWS - highly desired Hands-on practical experience in system design, application development, testing, and operational stability Proficient in coding in one or more languages Experience in developing, debugging, and maintaining code in a large corporate environment with one or more modern programming languages and database querying languages Overall knowledge of the Software Development Life Cycle Solid understanding of agile methodologies such as CI/CD, Applicant Resiliency, and Security Demonstrated knowledge of software applications and technical processes within a technical discipline (e.g., cloud, artificial intelligence, machine learning, mobile, etc.) Familiarity with modern front-end technologies Exposure to cloud technologies ",https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/requisitions/preview/210390136/?keyword=software+engineer&location=United+States&locationId=300000000289738&locationLevel=country," Executes software solutions, design, development, and technical troubleshooting with ability to think beyond routine or conventional approaches to build solutions or break down technical problems Creates secure and high-quality production code and maintains algorithms that run synchronously with appropriate systems Produces architecture and design artifacts for complex applications while being accountable for ensuring design constraints are met by software code development Gathers, analyzes, synthesizes, and develops visualizations and reporting from large, diverse data sets in service of continuous improvement of software applications and systems Proactively identifies hidden problems and patterns in data and uses these insights to drive improvements to coding hygiene and system architecture Contributes to software engineering communities of practice and events that explore new and emerging technologies Adds to team culture of diversity, equity, inclusion, and respect Formal training or certification on software engineering concepts and 3+ years applied experience Java, Springboot, microservices, REST API, Kafka, Cassandra, AWS - highly desired Hands-on practical experience in system design, application development, testing, and operational stability Proficient in coding in one or more languages Experience in developing, debugging, and maintaining code in a large corporate environment with one or more modern programming languages and database querying languages Overall knowledge of the Software Development Life Cycle Solid understanding of agile methodologies such as CI/CD, Applicant Resiliency, and Security Demonstrated knowledge of software applications and technical processes within a technical discipline (e.g., cloud, artificial intelligence, machine learning, mobile, etc.) Familiarity with modern front-end technologies Exposure to cloud technologies "
232,JPM,Software Engineer III - ServiceNow," Design, code, test, and deliver software leveraging firm-wide frameworks and best practices for the ServiceNow platform. Executes software solutions, design, development, and technical troubleshooting with ability to think beyond routine or conventional approaches to build solutions or break down technical problems Creates secure and high-quality production code and maintains algorithms that run synchronously with appropriate systems Produces architecture and design artifacts for complex applications while being accountable for ensuring design constraints are met by software code development Proactively identifies hidden problems and patterns in data and uses these insights to drive improvements to coding hygiene and system architecture Adds to team culture of diversity, equity, inclusion, and respect Collaborate with the Business Analysis team for producing estimates and agile delivery plans Formal training or certification on software engineering concepts and 2+ years applied experience Hands-on practical experience in system design, application development, testing, and operational stability Experience in developing, debugging, and maintaining code in a large corporate environment with one or more modern programming languages and database querying languages Demonstratable ability to code in one or more languages Experience across the whole Software Development Life Cycle Knowledge of best practices developing in the ServiceNow platform or proven ability to learn a new platform quickly. Experience should span writing custom widgets, tool navigation, configuration and scripting with JavaScript. Experience implementing inbound and outbound API integrations (REST) 3-5 years’ experience in software development, with 2 years in ServiceNow platform implementation preferred Experience implementing business rules and scripts, including client scripts, fix scripts and schedule jobs Familiarity with modern front-end technologies Exposure to cloud technologies ",https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/requisitions/preview/210387911/?keyword=software+engineer&location=United+States&locationId=300000000289738&locationLevel=country," Design, code, test, and deliver software leveraging firm-wide frameworks and best practices for the ServiceNow platform. Executes software solutions, design, development, and technical troubleshooting with ability to think beyond routine or conventional approaches to build solutions or break down technical problems Creates secure and high-quality production code and maintains algorithms that run synchronously with appropriate systems Produces architecture and design artifacts for complex applications while being accountable for ensuring design constraints are met by software code development Proactively identifies hidden problems and patterns in data and uses these insights to drive improvements to coding hygiene and system architecture Adds to team culture of diversity, equity, inclusion, and respect Collaborate with the Business Analysis team for producing estimates and agile delivery plans Formal training or certification on software engineering concepts and 2+ years applied experience Hands-on practical experience in system design, application development, testing, and operational stability Experience in developing, debugging, and maintaining code in a large corporate environment with one or more modern programming languages and database querying languages Demonstratable ability to code in one or more languages Experience across the whole Software Development Life Cycle Knowledge of best practices developing in the ServiceNow platform or proven ability to learn a new platform quickly. Experience should span writing custom widgets, tool navigation, configuration and scripting with JavaScript. Experience implementing inbound and outbound API integrations (REST) 3-5 years’ experience in software development, with 2 years in ServiceNow platform implementation preferred Experience implementing business rules and scripts, including client scripts, fix scripts and schedule jobs Familiarity with modern front-end technologies Exposure to cloud technologies "
234,JPM,React Software Engineer III," Participate in design and develop scalable and resilient systems ­in a timely manner using core Java, Object Oriented Programming concepts, Spring, Spring Boot, Distributed Systems (microservice architecture), Containerized applications (docker/kubernetes), Event driven systems (kafka), Hibernate, RDBMS, SQL, (DB2 a major plus) Design experience of UI frameworks React, Redux, CSS, JavaScript, HTML Executes software solutions, design, development, and technical troubleshooting with ability to think beyond routine or conventional approaches to build solutions or break down technical problems Creates secure and high-quality production code and maintains algorithms that run synchronously with appropriate systems Produces architecture and design artifacts for complex applications while being accountable for ensuring design constraints are met by software code development Gathers, analyzes, synthesizes, and develops visualizations and reporting from large, diverse data sets in service of continuous improvement of software applications and systems Proactively identifies hidden problems and patterns in data and uses these insights to drive improvements to coding hygiene and system architecture Formal training or certification on software engineering concepts and 3+ years applied experience Hands-on practical experience in system design, application development, testing, and operational stability Proficient in UI Design including CSS, HTML, Typescript Understanding of REST API's and be able to design and support them Experience in developing, debugging, and maintaining code in a large corporate environment with one or more modern programming languages and database querying languages Overall knowledge of the Software Development Life Cycle​ Familiarity with modern front-end technologies Exposure to cloud technologies ",https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/requisitions/preview/210386271/?keyword=software+engineer&location=United+States&locationId=300000000289738&locationLevel=country," Participate in design and develop scalable and resilient systems ­in a timely manner using core Java, Object Oriented Programming concepts, Spring, Spring Boot, Distributed Systems (microservice architecture), Containerized applications (docker/kubernetes), Event driven systems (kafka), Hibernate, RDBMS, SQL, (DB2 a major plus) Design experience of UI frameworks React, Redux, CSS, JavaScript, HTML Executes software solutions, design, development, and technical troubleshooting with ability to think beyond routine or conventional approaches to build solutions or break down technical problems Creates secure and high-quality production code and maintains algorithms that run synchronously with appropriate systems Produces architecture and design artifacts for complex applications while being accountable for ensuring design constraints are met by software code development Gathers, analyzes, synthesizes, and develops visualizations and reporting from large, diverse data sets in service of continuous improvement of software applications and systems Proactively identifies hidden problems and patterns in data and uses these insights to drive improvements to coding hygiene and system architecture Formal training or certification on software engineering concepts and 3+ years applied experience Hands-on practical experience in system design, application development, testing, and operational stability Proficient in UI Design including CSS, HTML, Typescript Understanding of REST API's and be able to design and support them Experience in developing, debugging, and maintaining code in a large corporate environment with one or more modern programming languages and database querying languages Overall knowledge of the Software Development Life Cycle​ Familiarity with modern front-end technologies Exposure to cloud technologies "
237,JPM,Software Engineer III - React," Executes software solutions, design, development, and technical troubleshooting with ability to think beyond routine or conventional approaches to build solutions or break down technical problems Creates secure and high-quality production code and maintains algorithms that run synchronously with appropriate systems Produces architecture and design artifacts for complex applications while being accountable for ensuring design constraints are met by software code development Gathers, analyzes, synthesizes, and develops visualizations and reporting from large, diverse data sets in service of continuous improvement of software applications and systems Proactively identifies hidden problems and patterns in data and uses these insights to drive improvements to coding hygiene and system architecture Contributes to software engineering communities of practice and events that explore new and emerging technologies Adds to team culture of diversity, equity, inclusion, and respect Solid, hands-on, experience of UI frameworks HTML, CSS, JavaScript, React (Minimum 3-4 continuous years developing complex application in React ) Advanced understanding of reusable components and code contributions and ability to build shared/common libraries for reusability Proficient in navigating and understanding UI designs and design systems like Figma. Experience with Cloud technology, a must (AWS is plus) Produce comprehensive test cases for all developed code. Must also support and participate in system and integrated testing across sub-systems as the need arises. Interpret functional specifications, create technical specifications and have the ability to deliver quality code to specification. Understanding of REST API's and be able to design and support them. Proven experience as a full-stack developer/programmer will be a big plus Experience with tools and processes such as core Java, Object Oriented Programming concepts, Spring, Spring Boot, Distributed Systems (microservice architecture), Containerized applications (AWS/Kubernetes), Event driven systems (kafka), Hibernate, RDBMS, Rest APIs, SQL/NoSQL DB Experience in banking domain Formal training or certification in AWS concepts ",https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/requisitions/preview/210384970/?keyword=software+engineer&location=United+States&locationId=300000000289738&locationLevel=country," Executes software solutions, design, development, and technical troubleshooting with ability to think beyond routine or conventional approaches to build solutions or break down technical problems Creates secure and high-quality production code and maintains algorithms that run synchronously with appropriate systems Produces architecture and design artifacts for complex applications while being accountable for ensuring design constraints are met by software code development Gathers, analyzes, synthesizes, and develops visualizations and reporting from large, diverse data sets in service of continuous improvement of software applications and systems Proactively identifies hidden problems and patterns in data and uses these insights to drive improvements to coding hygiene and system architecture Contributes to software engineering communities of practice and events that explore new and emerging technologies Adds to team culture of diversity, equity, inclusion, and respect Solid, hands-on, experience of UI frameworks HTML, CSS, JavaScript, React (Minimum 3-4 continuous years developing complex application in React ) Advanced understanding of reusable components and code contributions and ability to build shared/common libraries for reusability Proficient in navigating and understanding UI designs and design systems like Figma. Experience with Cloud technology, a must (AWS is plus) Produce comprehensive test cases for all developed code. Must also support and participate in system and integrated testing across sub-systems as the need arises. Interpret functional specifications, create technical specifications and have the ability to deliver quality code to specification. Understanding of REST API's and be able to design and support them. Proven experience as a full-stack developer/programmer will be a big plus Experience with tools and processes such as core Java, Object Oriented Programming concepts, Spring, Spring Boot, Distributed Systems (microservice architecture), Containerized applications (AWS/Kubernetes), Event driven systems (kafka), Hibernate, RDBMS, Rest APIs, SQL/NoSQL DB Experience in banking domain Formal training or certification in AWS concepts "
239,JPM,Software Engineer III - Infrastructure (Python/Terraform)," Bachelor/Masters in computer science/electrical engineering/math/physics Extensive end-to-end, development life cycle experience in Java, C#, Python, Golang or equivalent language Understanding of cloud, virtualization, and APIs Software development experience in one or more general-purpose programming languages is desirable: Terraform, PowerShell and Ansible Experience designing automation for security, availability, and scalability Experience with solution architecture/documenting software architectures Hands-on, applied and delivery focused Strong critical-thinking and problem-solving skills with clear communication Extensive experience delivering solutions on the public cloud (AWS, Azure, GCP) Experience with Terraform Enterprise, infrastructure-as-code and SRE principles Advanced knowledge of architecture, design across all systems Understanding of cloud, virtualization, and APIs Software development experience in one or more general-purpose programming languages is desirable: Terraform, PowerShell and Ansible Experience designing automation for security, availability, and scalability Experience with solution architecture/documenting software architectures Hands-on, applied and delivery focused Strong critical-thinking and problem-solving skills with clear communication Formal training or certification on software engineering concepts and 3+ years applied experience Hands-on practical experience in system design, application development, testing, and operational stability Proficient in coding in one or more languages Experience in developing, debugging, and maintaining code in a large corporate environment with one or more modern programming languages and database querying languages Overall knowledge of the Software Development Life Cycle Solid understanding of agile methodologies such as CI/CD, Applicant Resiliency, and Security Demonstrated knowledge of software applications and technical processes within a technical discipline (e.g., cloud, artificial intelligence, machine learning, mobile, etc.) Familiarity with modern front-end technologies Exposure to cloud technologies ",https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/requisitions/preview/210384335/?keyword=software+engineer&location=United+States&locationId=300000000289738&locationLevel=country," Bachelor/Masters in computer science/electrical engineering/math/physics Extensive end-to-end, development life cycle experience in Java, C#, Python, Golang or equivalent language Understanding of cloud, virtualization, and APIs Software development experience in one or more general-purpose programming languages is desirable: Terraform, PowerShell and Ansible Experience designing automation for security, availability, and scalability Experience with solution architecture/documenting software architectures Hands-on, applied and delivery focused Strong critical-thinking and problem-solving skills with clear communication Extensive experience delivering solutions on the public cloud (AWS, Azure, GCP) Experience with Terraform Enterprise, infrastructure-as-code and SRE principles Advanced knowledge of architecture, design across all systems Understanding of cloud, virtualization, and APIs Software development experience in one or more general-purpose programming languages is desirable: Terraform, PowerShell and Ansible Experience designing automation for security, availability, and scalability Experience with solution architecture/documenting software architectures Hands-on, applied and delivery focused Strong critical-thinking and problem-solving skills with clear communication Formal training or certification on software engineering concepts and 3+ years applied experience Hands-on practical experience in system design, application development, testing, and operational stability Proficient in coding in one or more languages Experience in developing, debugging, and maintaining code in a large corporate environment with one or more modern programming languages and database querying languages Overall knowledge of the Software Development Life Cycle Solid understanding of agile methodologies such as CI/CD, Applicant Resiliency, and Security Demonstrated knowledge of software applications and technical processes within a technical discipline (e.g., cloud, artificial intelligence, machine learning, mobile, etc.) Familiarity with modern front-end technologies Exposure to cloud technologies "
240,JPM,Java Software Engineer III," Executes software solutions, design, development, and technical troubleshooting with ability to think beyond routine or conventional approaches to build solutions or break down technical problems Be a strong technical individual contributor to meet the team’s delivery goals, Provide analysis and estimation of future work impacting our team As required, take the lead on solving and implementing difficult technology challenges Work closely with BA/QA team members to create test plans and ensure that issues are properly identified, fixed, and tested Focus on quality practices using techniques like Unit Testing and Peer Review. Aim for continuous improvement Be an proponent and practitioner of Agile engineering practices including: Pair Programming, Continuous Integration and Test Driven Development As required, mentor junior team members to progress their technical and professional skills Build and maintain relationships with internal (business and technology team members) and external customers, triage technical issues and help team toward solving problems Adds to team culture of diversity, equity, inclusion, and respect Formal training or certification on software engineering concepts and 5+ years applied experience Experience of having worked on the development, deployment, and support of enterprise applications in a mission-critical production environment Strong hands-on experience with Java, Spring Boot, and Microservices Experience with REST APIs and NoSQL Databases (Cassandra is a plus) Experience with Message broker platforms (Kafka is a plus), AWS, GCP, or Azure Cloud experience is a plus Good analytical, communication, organizational and problem-solving skills Experience in Agile methodology Familiarity with modern front-end technologies Exposure to cloud technologies with AWS certification ",https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/requisitions/preview/210382742/?keyword=software+engineer&location=United+States&locationId=300000000289738&locationLevel=country," Executes software solutions, design, development, and technical troubleshooting with ability to think beyond routine or conventional approaches to build solutions or break down technical problems Be a strong technical individual contributor to meet the team’s delivery goals, Provide analysis and estimation of future work impacting our team As required, take the lead on solving and implementing difficult technology challenges Work closely with BA/QA team members to create test plans and ensure that issues are properly identified, fixed, and tested Focus on quality practices using techniques like Unit Testing and Peer Review. Aim for continuous improvement Be an proponent and practitioner of Agile engineering practices including: Pair Programming, Continuous Integration and Test Driven Development As required, mentor junior team members to progress their technical and professional skills Build and maintain relationships with internal (business and technology team members) and external customers, triage technical issues and help team toward solving problems Adds to team culture of diversity, equity, inclusion, and respect Formal training or certification on software engineering concepts and 5+ years applied experience Experience of having worked on the development, deployment, and support of enterprise applications in a mission-critical production environment Strong hands-on experience with Java, Spring Boot, and Microservices Experience with REST APIs and NoSQL Databases (Cassandra is a plus) Experience with Message broker platforms (Kafka is a plus), AWS, GCP, or Azure Cloud experience is a plus Good analytical, communication, organizational and problem-solving skills Experience in Agile methodology Familiarity with modern front-end technologies Exposure to cloud technologies with AWS certification "
242,JPM,Lead Software Engineer IV," BS/BA degree or equivalent experience Developers with a strong passion for technology and a desi Robust knowledge of architecture and design across all systems Proficiency and hands-on experience in at least one of the following technologies: Java/Spring Boot, React/Angular Experience in architecting & developing n-tier / distributed systems or large scale SPA applications Proficiency in both Relational Databases as well as NoSQL Databases Solid understanding of general design patterns Expertise in Cloud Native principles Interested in learning new technologies/programming languages Knowledge of industry-wide technology trends and best practices Ability to work in large, collaborative teams to achieve organizational goals Passionate about building an innovative culture ",https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/requisitions/preview/210383956/?keyword=software+engineer&location=United+States&locationId=300000000289738&locationLevel=country," BS/BA degree or equivalent experience Developers with a strong passion for technology and a desi Robust knowledge of architecture and design across all systems Proficiency and hands-on experience in at least one of the following technologies: Java/Spring Boot, React/Angular Experience in architecting & developing n-tier / distributed systems or large scale SPA applications Proficiency in both Relational Databases as well as NoSQL Databases Solid understanding of general design patterns Expertise in Cloud Native principles Interested in learning new technologies/programming languages Knowledge of industry-wide technology trends and best practices Ability to work in large, collaborative teams to achieve organizational goals Passionate about building an innovative culture "
244,JPM,Senior Software Engineer- Chase," Qualifications in computer science or STEM related field (science, technology, engineering or mathematics) or foreign equivalent Professional experience working in an agile, dynamic and customer facing environment At least 5 years of recent hands-on professional experience (actively coding) as a back-end engineer Recent experience with using a JVM language (Java/Scala/Kotlin, preferably Java 8+) Understanding of distributed systems and microservices architecture Understanding of RESTful APIs and web technologies Understanding of relational databases Desired – understanding of cloud technologies (AWS, GCP, Azure, etc.) Desired – understanding of dependency injection frameworks (Spring / Spring Boot, etc.) Desired – understanding of security frameworks / standards Desired – understanding of data streaming and messaging frameworks (Kafka, Spark, etc.) Desired – understanding of distributed tracing and monitoring (Zipkin, OpenTracing, Prometheus, ELK stack, Micrometer metrics, etc.) Desired – understanding of containers (Docker, Kubernetes, Helm, etc.) Experience in all the stages of software development lifecycle (requirements, design, architecture, development, testing, deployment, release and support) Desired – experience in automating deployment, releases and testing in continuous integration, continuous delivery pipelines A solid approach to writing unit level tests using mocking frameworks, as well as automating component, integration and end-to-end tests Ability to work in a collaborative environment and coach other team members on coding practices, design principles, and implementation patterns that lead to high-quality maintainable solutions. Ability to work in a dynamic, agile environment within a geographically distributed team Ability to focus on promptly addressing customer needs Ability to work within a diverse and inclusive team Technically curious, versatile and solution oriented Excellent written and verbal communication skills in English ",https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/requisitions/preview/210334609/?keyword=software+engineer&location=United+States&locationId=300000000289738&locationLevel=country," Qualifications in computer science or STEM related field (science, technology, engineering or mathematics) or foreign equivalent Professional experience working in an agile, dynamic and customer facing environment At least 5 years of recent hands-on professional experience (actively coding) as a back-end engineer Recent experience with using a JVM language (Java/Scala/Kotlin, preferably Java 8+) Understanding of distributed systems and microservices architecture Understanding of RESTful APIs and web technologies Understanding of relational databases Desired – understanding of cloud technologies (AWS, GCP, Azure, etc.) Desired – understanding of dependency injection frameworks (Spring / Spring Boot, etc.) Desired – understanding of security frameworks / standards Desired – understanding of data streaming and messaging frameworks (Kafka, Spark, etc.) Desired – understanding of distributed tracing and monitoring (Zipkin, OpenTracing, Prometheus, ELK stack, Micrometer metrics, etc.) Desired – understanding of containers (Docker, Kubernetes, Helm, etc.) Experience in all the stages of software development lifecycle (requirements, design, architecture, development, testing, deployment, release and support) Desired – experience in automating deployment, releases and testing in continuous integration, continuous delivery pipelines A solid approach to writing unit level tests using mocking frameworks, as well as automating component, integration and end-to-end tests Ability to work in a collaborative environment and coach other team members on coding practices, design principles, and implementation patterns that lead to high-quality maintainable solutions. Ability to work in a dynamic, agile environment within a geographically distributed team Ability to focus on promptly addressing customer needs Ability to work within a diverse and inclusive team Technically curious, versatile and solution oriented Excellent written and verbal communication skills in English "
245,JPM,Enterprise  JAVA/AWS/TERRAFORM Software Engineer III," Executes standard software solutions, design, development, and technical troubleshooting Writes secure and high-quality code using the syntax of at least one programming language with limited guidance Designs, develops, codes, and troubleshoots with consideration of upstream and downstream systems and technical implications Applies knowledge of tools within the Software Development Life Cycle toolchain to improve the value realized by automation Applies technical troubleshooting to break down solutions and solve technical problems of basic complexity Gathers, analyzes, and draws conclusions from large, diverse data sets to identify problems and contribute to decision-making in service of secure, stable application development Learns and applies system processes, methodologies, and skills for the development of secure, stable code and systems Adds to team culture of diversity, equity, inclusion, and respect Formal training or certification on software engineering concepts and 2+ years applied experience Hands-on practical experience in system design, application development, testing, and operational stability Experience in developing, debugging, and maintaining code in a large corporate environment with one or more modern programming languages and database querying languages Demonstratable ability to code in one or more languages Experience across the whole Software Development Life Cycle Exposure to agile methodologies such as CI/CD, Applicant Resiliency, and Security Emerging knowledge of software applications and technical processes within a technical discipline (e.g., cloud, artificial intelligence, machine learning, mobile, etc.) Familiarity with modern front-end technologies Exposure to cloud technologies ",https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/requisitions/preview/210390343/?keyword=software+engineer&location=United+States&locationId=300000000289738&locationLevel=country," Executes standard software solutions, design, development, and technical troubleshooting Writes secure and high-quality code using the syntax of at least one programming language with limited guidance Designs, develops, codes, and troubleshoots with consideration of upstream and downstream systems and technical implications Applies knowledge of tools within the Software Development Life Cycle toolchain to improve the value realized by automation Applies technical troubleshooting to break down solutions and solve technical problems of basic complexity Gathers, analyzes, and draws conclusions from large, diverse data sets to identify problems and contribute to decision-making in service of secure, stable application development Learns and applies system processes, methodologies, and skills for the development of secure, stable code and systems Adds to team culture of diversity, equity, inclusion, and respect Formal training or certification on software engineering concepts and 2+ years applied experience Hands-on practical experience in system design, application development, testing, and operational stability Experience in developing, debugging, and maintaining code in a large corporate environment with one or more modern programming languages and database querying languages Demonstratable ability to code in one or more languages Experience across the whole Software Development Life Cycle Exposure to agile methodologies such as CI/CD, Applicant Resiliency, and Security Emerging knowledge of software applications and technical processes within a technical discipline (e.g., cloud, artificial intelligence, machine learning, mobile, etc.) Familiarity with modern front-end technologies Exposure to cloud technologies "
