,CATEGORY,COMPANY,TITLE,QUALIFICATIONS
23,Data Scientist/Data Analyst,Google," Software Engineer, Embedded Systems, Silicon ","Master's degree in Electrical Engineering, Computer Science, relevant technical field or equivalent practical experience.Experience coding in C or C++.. Experience in ARM architecture and standard interfaces, bare-metal programming, bootloader, and firmware.Experience in Linux kernel, device drivers, and Android system programming.Experience in software/hardware integration.Experience in optimizing algorithms with OpenGL/OpenCL/NEON/LLVM on CPU/TPU/GPU/DSP.Verification experience using FPGAs and/or emulation platforms.Familiarity with computer architecture, compilers, machine learning, or image processing."
24,Data Scientist/Data Analyst,Google," Software Engineer, University Graduate, 2023 ","Bachelor's degree in Computer Science, related technical field, or equivalent practical experience.Experience in computer science, data structures, algorithms and software design.Experience in Software Development and coding in a general purpose programming language (e.g., Java, JavaScript, Python, C/C++, etc.).. Experience programming in C, C++, Java, and/or Python.Experience with Unix/Linux or Windows environments, distributed systems, machine learning, information retrieval, and TCP/IP."
25,Data Scientist/Data Analyst,Google," Senior Staff Software Engineer, Kubernetes ML Experience ","Bachelor's degree or equivalent practical experience.8 years of experience in software development, and with data structures/algorithms.5 years of experience with design and architecture; and testing/launching software products.Experience as a contributor to Kubernetes or other open source projects.. Master’s degree or PhD in Engineering, Computer Science, or a related technical field.10 years of experience building and developing large-scale infrastructure, distributed systems or networks, and/or experience with compute technologies, storage, and/or hardware architecture.5 years of experience in a technical leadership role leading project teams and setting technical direction.4 years of experience with Machine Learning Infrastructure (e.g., GPU, cloud TPU), or deep learning frameworks (e.g., TensorFlow, PyTorch, JAX), algorithms and tools (e.g., Kubeflow, Ray.io, MLflow).3 years of experience working in a complex, matrixed organization involving cross-functional and/or cross-business projects"
26,Data Scientist/Data Analyst,Google," Technical Lead, Embedded Software, Silicon ","Master's degree in Electrical Engineering, Computer Science, relevant technical field, or equivalent practical experience.5 years of working experience.Experience coding in C or C++.. Experience in ARM architecture, bare-metal programming, bootloader, and firmware.Experience with Linux kernel, device drivers, and Android system programming.Experience in creating microbenchmarks to measure and analyze system power and performance. Verification experience using FPGAs and/or emulation platforms.Experience in machine learning and image processing software and hardware architecture.Experience in leading a team of software engineers."
27,Data Scientist/Data Analyst,Google," Principal Architect, Public Sector, Google Cloud (Spanish) ","Bachelor's degree in Computer Science or a related technical field, or equivalent practical experience.8 years of experience as an enterprise architect in a cloud-computing environment, customer-facing role, and working with enterprise customers. 8 years of experience in business development and strategy.Ability to speak and write in English and Spanish fluently.. Experience with structured Enterprise Architecture practices, hybrid cloud deployments, and on-premise-to-cloud migration deployments and roadmaps.Experience working with technology solutions, emerging technologies in the cloud space, and the buying/valuation process of large-scale computing solutions.Experience with expansion engagements and account/business development.Experience in network infrastructure, security, and application development.Experience working with the Public Sector field in technology projects. Ability to speak and write in Portuguese."
28,Data Scientist/Data Analyst,Google," Principal Architect, Financial Services and Insurance, Google Cloud ","Bachelor's degree in Computer Science, or related technical field, or equivalent practical experience.10 years of experience as an enterprise architect in a Cloud Computing environment or equivalent experience in a customer-facing role.Experience in Cloud Computing, Cloud Market and competitive dynamics.. Experience with structured Enterprise Architecture practices, hybrid cloud deployments, and on-premise-to-cloud migration deployments/roadmaps.Experience in enterprise technology buying and evaluation processes.Experience in building, architecting, designing, implementing highly distributed global cloud-based systems, network infrastructure, security, and application development.Understanding of large-scale computing solutions.Knowledge of technology solutions and ability to learn, understand, and work with new emerging technologies, methodologies, and solutions in the Cloud/IT technology space.Ability to deliver results, work cross-functionally, engage/influence audiences, and identify expansion engagements."
29,Data Scientist/Data Analyst,Google," Principal Architect, Financial Services, Google Cloud "," Bachelor's degree in Computer Science or equivalent practical experience.10 years of experience as an enterprise architect in a cloud computing environment or equivalent experience in a customer-facing role.Experience in cloud computing (e.g., applications, infrastructure, storage, and platforms and data). . Experience with structured Enterprise Architecture practices, hybrid cloud deployments, and on-premise-to-cloud migration deployments and roadmaps.Experience with enterprise technology buying and evaluation processes involving computing solutions.Experience in building, architecting, designing, and implementing distributed global cloud-based systems.Knowledge of technology solutions and ability to learn, understand, and work with emerging technologies, methodologies, and solutions in the cloud/IT technology space.Ability to deliver results and work cross-functionally to position and orchestrate solutions consisting of multiple products.Ability to engage/influence audiences and identify expansion engagements within accounts."
30,Data Scientist/Data Analyst,Google," Principal Architect, Retail and eCommerce, Google Cloud ","Bachelor's degree in Computer Science, a related technical field or equivalent practical experience.15 years of experience as an enterprise architect in either a cloud computing environment or equivalent experience in a customer-facing role focussing on Retail/ Ecommerce Vertical.Experience in cloud computing, cloud market and competitive dynamics.. Experience with structured Enterprise Architecture practices, hybrid cloud deployments, and on-premise-to-cloud migration deployments/roadmaps.Experience in enterprise technology buying and evaluation process. Experience in building, architecting, designing/implementing highly distributed global cloud-based systems.Experience in network infrastructure, security, and application development.Knowledge of technology solutions and ability to learn, understand, and work quickly with new emerging technologies, methodologies, and solutions in the Cloud/IT technology space.Understanding of large scale computing solutions.Ability to deliver results and work cross-functionally. Ability to engage/influence audiences and identify expansion engagements."
31,Data Scientist/Data Analyst,Google," Principal Architect, Public Sector, Google Cloud ","Bachelor's degree in Computer Science, a related technical field, or equivalent practical experience.10 years of experience as an enterprise architect in a cloud computing environment or a customer-facing role.Experience in building, architecting, designing, and implementing distributed cloud-based systems.. Experience in public sector industry trends and cloud solutions, including networking, infrastructure, security, data and analytics, or application development.Experience in a government environment managing cloud solutions for multi-year programs.Experience in structured enterprise architecture practices, hybrid cloud deployments, and on-premise-to-cloud migration deployments and roadmaps.Knowledge of compliance regimes and requirements, including FedRAMP, DoD SRG, CJIS, IRS1075, etc."
32,Data Scientist/Data Analyst,Google," Principal Architect, Telecom, Google Cloud ","Bachelor's degree in Computer Science, related technical field or equivalent practical experience.10 years of experience as an enterprise architect in either a cloud computing environment or equivalent experience in a customer-facing role.Experience in cloud computing, and cloud market and competitive dynamics.. Experience with structured Enterprise Architecture practices, hybrid cloud deployments, and on-premise-to-cloud migration deployments/roadmaps.Experience in enterprise technology buying and evaluation processes.Experience in building, architecting, designing, and implementing highly distributed global cloud-based systems, with experience in network infrastructure, security, and application development.Understanding of large-scale computing solutions.Knowledge of technology solutions and ability to learn, understand, and work quickly with new emerging technologies, methodologies, and solutions in the Cloud/IT technology space.Ability to deliver results, work cross-functionally, engage/influence audiences, and identify expansion engagements."
